video_id,Influencer/Mainstream,ttr,cttr,mtld_score,pct_long_words,pct_rare_words,flesch_reading_ease,fk_grade,smog_index,rate_noun,rate_verb,rate_adj,rate_adv,content_function_ratio,mean_tokens_per_sentence,std_tokens_per_sentence,mean_dep_tree_depth,mean_subordination_index,mean_verbs_per_sentence,mean_chars_per_token
GcaiTZKlCj4,1.0,0.15077051228654728,7.387755102040816,52.66783987348192,0.24573094543940024,0.011037067888379841,22.991031313707026,25.74925984787041,17.811261544935366,0.19762598917117868,0.1416076634735527,0.07371928363182008,0.061640982923781756,0.9736950267159885,63.18421052631579,72.8597626529926,101.0,6.078947368421052,13.5,4.3306955435235315
Qx3YMdcLTZo,1.0,0.3017421602787456,8.082522978646484,55.66218367428364,0.32125435540069686,0.045993031358885016,-655.4315418118466,282.9258710801394,62.36011404669685,0.2494773519163763,0.13797909407665504,0.06132404181184669,0.050174216027874564,1.1322436849925706,717.5,406.5,101.0,47.0,130.0,4.654355400696864
bgKq6FQB6BM,1.0,0.2563718140929535,9.363715097107029,65.22958480184607,0.280359820089955,0.01649175412293853,61.79860889618887,8.861354004526401,11.839569047020849,0.21626686656671665,0.13680659670164919,0.07721139430284858,0.050974512743628186,1.024279210925645,16.993630573248407,10.028936995753726,101.0,1.1528662420382165,3.484076433121019,4.506746626686657
aaVH6m6srdk,1.0,0.3679611650485437,8.350367703083442,79.84228211001133,0.2650485436893204,0.014563106796116505,61.965726288274865,9.537135922330098,11.771149403041814,0.21844660194174756,0.13300970873786408,0.07378640776699029,0.06796116504854369,1.0196078431372548,19.807692307692307,11.381561440698828,101.0,1.4038461538461537,3.8653846153846154,4.403883495145631
3qj_TyK4UQ0,1.0,0.6513761467889908,4.808726776498034,126.57215665236052,0.22935779816513763,0.009174311926605505,-23.32660550458712,43.591559633027515,21.19438992294339,0.21100917431192662,0.1559633027522936,0.06422018348623854,0.06422018348623854,1.2244897959183674,109.0,0.0,101.0,8.0,24.0,4.330275229357798
rfp_5g7yrTs,1.0,0.5391705069124424,5.6161797206266355,67.80140268848626,0.24423963133640553,0.027649769585253458,-134.2771428571428,85.89714285714287,31.115726806387368,0.21658986175115208,0.16589861751152074,0.06451612903225806,0.03225806451612903,0.9727272727272728,217.0,0.0,101.0,25.0,54.0,4.299539170506913
I7nPzjvIhiI,1.0,0.1683032207384132,8.49222762803789,62.53435386051606,0.24214454045561665,0.01669285153181461,-10.12178444915439,38.53893906831286,21.414603181585502,0.18421052631578946,0.11861743912018853,0.061272584446190104,0.09505106048703849,0.9859594383775351,96.0754716981132,117.42984241209065,101.0,7.754716981132075,18.056603773584907,4.2407698350353495
Sg2Xqd8kx_U,1.0,0.24981949458483754,13.148197224437562,81.11820993074485,0.3342960288808664,0.03411552346570397,-330.26662454873644,157.63135121196495,48.65219683007078,0.26263537906137185,0.1283393501805054,0.07942238267148015,0.03898916967509025,1.2630718954248366,395.7142857142857,442.9031542918075,101.0,22.285714285714285,66.64285714285714,4.783754512635379
ZLv636OxgL4,1.0,0.37012987012987014,7.955639998906926,70.73832661550932,0.26406926406926406,0.024891774891774892,-19.876861471861446,41.537012987012986,23.10102946779721,0.2662337662337662,0.11904761904761904,0.05952380952380952,0.06385281385281386,1.2028639618138426,102.66666666666667,84.8789988421426,101.0,7.888888888888889,17.555555555555557,4.3354978354978355
DFCslu5jVKo,1.0,0.21668795232013624,7.426108258399864,53.05586061935141,0.24648786717752236,0.0421455938697318,30.53552490421457,21.96817028522776,17.5058628484301,0.17922520221370797,0.1306939123031077,0.06513409961685823,0.08514261387824607,0.9706375838926175,52.2,53.74201749510754,101.0,4.288888888888889,11.377777777777778,4.334610472541507
XuQVNmU7FcY,2.0,0.3795121951219512,8.59157272862306,98.42689925126307,0.2682926829268293,0.0175609756097561,-17.12815853658533,41.112219512195125,21.463366851990568,0.20195121951219513,0.14341463414634145,0.08195121951219513,0.09268292682926829,1.1134020618556701,102.5,130.2645385360114,101.0,8.5,20.9,4.442926829268293
3I81-P_lwvw,1.0,0.40498442367601245,7.255892438417319,78.52000020869964,0.1791277258566978,0.014018691588785047,55.94363901869163,15.424482087227414,12.38480682065935,0.19937694704049844,0.1838006230529595,0.07165109034267912,0.04361370716510903,1.025236593059937,40.125,32.942895668110296,101.0,4.0625,9.5,3.940809968847352
qF4GepJrT9Y,1.0,0.2928688078388677,8.875906111978395,62.639771570531074,0.2101252041371802,0.020685900925421885,54.14082958209458,14.483961622210128,13.639024540459548,0.17583015786608602,0.15351115949918345,0.06096897114861187,0.09036472509526401,0.9859307359307359,35.32692307692308,53.404739473429245,101.0,3.173076923076923,8.192307692307692,4.156232988568318
ZrLBM7E7pc4,1.0,0.35619834710743803,8.761320893658267,90.46587237430496,0.3305785123966942,0.0371900826446281,-176.74194214876027,98.030826446281,40.850532793572405,0.26776859504132233,0.11652892561983472,0.0884297520661157,0.043801652892561986,1.4346076458752515,242.0,140.2355161861645,101.0,12.2,37.0,4.912396694214876
1O3fHAsdjNg,1.0,0.3128916741271262,10.457324710815412,74.9932508071622,0.29856759176365266,0.020590868397493287,-128.20934524293966,81.59540083014568,34.56100548992015,0.2269471799462847,0.1360787824529991,0.08594449418084155,0.051477170993733216,1.0724907063197027,203.0909090909091,145.62932680763953,101.0,17.0,37.81818181818182,4.614592658907789
5a9gWG8g_GY,3.0,0.656934306569343,5.4370988399715925,151.27093464910726,0.19708029197080293,0.014598540145985401,82.56186346071276,3.745641906397598,8.124751697461797,0.3284671532846715,0.13138686131386862,0.058394160583941604,0.072992700729927,1.537037037037037,8.058823529411764,4.249160307848988,101.0,0.4117647058823529,1.2941176470588236,4.343065693430657
_qItQZEJQxQ,2.0,0.6842105263157895,6.326635424099739,207.75231640768777,0.30994152046783624,0.005847953216374269,-94.86684210526312,68.97251461988304,28.677278017228545,0.23391812865497075,0.16374269005847952,0.0935672514619883,0.05847953216374269,1.4428571428571428,171.0,0.0,101.0,13.0,36.0,4.56140350877193
4HmnJ5qstc8,2.0,0.6580645161290323,5.793210709320061,176.6010704656123,0.3548387096774194,0.01935483870967742,-90.76225806451609,64.42516129032258,35.445273040754685,0.23225806451612904,0.1870967741935484,0.07741935483870968,0.05161290322580645,1.540983606557377,155.0,0.0,101.0,7.0,36.0,4.941935483870968
AkMsMDk_brU,2.0,0.3614583333333333,7.919155310595527,81.74172296891155,0.265625,0.0125,64.63446933962264,8.743942610062899,11.86721676096754,0.26145833333333335,0.13854166666666667,0.07916666666666666,0.05,1.2588235294117647,18.11320754716981,11.53609655272984,101.0,1.1320754716981132,3.30188679245283,4.44375
jAvZSGUCWjg,1.0,0.32678132678132676,9.323295175195994,73.0353443458859,0.3691646191646192,0.02334152334152334,-761.0332309582309,321.6284766584767,75.39025969177355,0.28378378378378377,0.15601965601965603,0.07493857493857493,0.04238329238329238,1.4190193164933136,814.0,735.0,101.0,48.0,154.0,4.987100737100737
oNZ-YNHw87k,1.0,0.7016129032258065,5.524505524508287,202.9090909090909,0.27419354838709675,0.04032258064516129,54.080741935483886,11.877161290322583,13.023866798666859,0.23387096774193547,0.14516129032258066,0.0967741935483871,0.07258064516129033,1.4313725490196079,24.8,25.182533629482162,101.0,0.8,5.0,4.516129032258065
dgmDcK5wssU,2.0,0.3638676844783715,7.213395793966051,59.20519480519481,0.27735368956743,0.010178117048346057,-50.87732824427478,52.89974554707379,26.56760987157673,0.1946564885496183,0.15139949109414758,0.06997455470737914,0.08269720101781171,1.0153846153846153,131.0,110.15292400416189,101.0,12.833333333333334,30.833333333333332,4.44529262086514
WVAn0DW2asI,1.0,0.2512690355329949,9.975095892825593,100.41022418158533,0.3248730964467005,0.04473350253807107,47.05627900044291,11.951254641774266,14.429298670819907,0.1947969543147208,0.1342005076142132,0.07836294416243655,0.09073604060913705,1.1798063623789765,21.154362416107382,11.915093824015718,101.0,2.053691275167785,3.838926174496644,4.810279187817259
OwH9dTJTkZk,1.0,0.37257438551099614,7.32466460075705,93.12484331231673,0.2613195342820181,0.03622250970245795,-14.47301018758084,39.28236578266494,24.216021983779424,0.23285899094437257,0.13195342820181113,0.055627425614489,0.07632600258732213,1.0558510638297873,96.625,97.88761093723761,101.0,8.125,19.125,4.425614489003881
L92eadRu6zE,1.0,0.27308707124010556,10.632875786606542,94.27075851124954,0.3222295514511873,0.023746701846965697,-86.05557353145392,64.90621163727259,31.75290237899184,0.2104221635883905,0.10554089709762533,0.10092348284960422,0.06596306068601583,1.1767241379310345,159.57894736842104,159.45080607129805,101.0,11.789473684210526,27.05263157894737,4.741424802110818
cfaubxeS5HU,2.0,0.24744276668290308,11.211642407556297,80.79634507329774,0.3054067218704335,0.02289332683877253,58.97576880498946,8.599982287561442,12.11107053659606,0.19678519240136386,0.11763273258645884,0.07671699951290795,0.05625913297613249,1.0726905603230692,14.356643356643357,9.173849726416684,101.0,0.7587412587412588,2.7552447552447554,4.64174378957623
iMu1eVmuKHw,2.0,0.5473684210526316,6.534120969350449,105.04119736305182,0.41754385964912283,0.021052631578947368,-78.80249999999998,59.65166666666667,30.227034884415087,0.3157894736842105,0.10877192982456141,0.10175438596491228,0.017543859649122806,1.6635514018691588,142.5,117.5,101.0,7.0,23.0,5.007017543859649
nziePav5OMg,1.0,0.28120649651972157,9.230686239141468,73.50157325364732,0.2965197215777262,0.04779582366589327,57.0595933230214,9.549565241409791,12.513340335086621,0.20417633410672853,0.11600928074245939,0.08584686774941995,0.07331786542923434,1.040719696969697,17.103174603174605,9.573300640844302,101.0,1.2857142857142858,2.7301587301587302,4.6705336426914155
7xPEuoNdFNY,1.0,0.5428571428571428,5.077963596336063,64.54512105649303,0.22857142857142856,0.08,30.15352380952382,23.545142857142853,17.5058628484301,0.17142857142857143,0.12,0.07428571428571429,0.08,0.9662921348314607,58.333333333333336,49.378357832376544,101.0,6.666666666666667,12.0,4.331428571428572
zCRF3PoItD8,1.0,0.631578947368421,5.150370451673713,80.92412705319265,0.20300751879699247,0.015037593984962405,87.10843233082706,4.4135413533834615,7.554174236665414,0.16541353383458646,0.16541353383458646,0.03759398496240601,0.06766917293233082,0.927536231884058,13.3,14.588008774332431,101.0,1.0,3.1,3.7593984962406015
z-JE8JfrEBo,1.0,0.43157894736842106,2.9744526254510477,11.518653690186536,0.5789473684210527,0.042105263157894736,21.12924342105265,13.262302631578951,11.93303328291395,0.3684210526315789,0.06315789473684211,0.2736842105263158,0.042105263157894736,4.588235294117647,11.875,8.964339072123499,101.0,0.5,0.875,6.189473684210526
BmDRsJYWAHs,2.0,0.7528089887640449,5.021862316272271,44500000055.589905,0.29213483146067415,0.033707865168539325,-6.122471910112338,36.22337078651685,22.918633597333717,0.24719101123595505,0.2247191011235955,0.11235955056179775,0.011235955056179775,1.696969696969697,89.0,0.0,101.0,9.0,23.0,4.719101123595506
Zi4KMCQuQYE,1.0,0.4815384615384615,8.681058070924836,147.95240816269876,0.3769230769230769,0.04153846153846154,-157.29212820512817,89.02446153846154,40.00471863887845,0.26615384615384613,0.13384615384615384,0.09230769230769231,0.05384615384615385,1.4490566037735848,216.66666666666666,154.9308089295204,101.0,13.0,42.0,5.144615384615385
ayEFwvMwuns,1.0,0.7454545454545455,3.9091966159069287,55000000000.0,0.23636363636363636,0.03636363636363636,23.340909090909122,23.667272727272728,17.122413403193683,0.23636363636363636,0.14545454545454545,0.05454545454545454,0.03636363636363636,1.2,55.0,0.0,101.0,7.0,11.0,4.5636363636363635
D9GF1DJjdz0,1.0,0.7162162162162162,4.3565731635919684,97.54545454545453,0.3108108108108108,0.013513513513513514,7.111486486486513,30.651081081081077,17.122413403193683,0.10810810810810811,0.20270270270270271,0.08108108108108109,0.013513513513513514,0.7209302325581395,74.0,0.0,101.0,13.0,24.0,4.418918918918919
Y2i7Ng6cEKY,3.0,0.6310160427807486,6.1016347419412265,209.25359808102348,0.22459893048128343,0.0,-101.04807486631013,73.80951871657754,28.677278017228545,0.21390374331550802,0.13903743315508021,0.0748663101604278,0.058823529411764705,1.054945054945055,187.0,0.0,101.0,22.0,37.0,4.288770053475936
MpsTYYgMmKY,1.0,0.371571072319202,7.440704924639943,92.23359087028052,0.2955112219451372,0.006234413965087282,-329.40069825436404,158.82369077306734,48.47261783882675,0.2256857855361596,0.12219451371571072,0.06608478802992519,0.08229426433915212,1.0723514211886305,401.0,306.0,101.0,41.0,70.0,4.574812967581047
XDHCF57Jc1w,1.0,0.6504065040650406,5.100613704506706,130.6467185776564,0.22764227642276422,0.024390243902439025,62.22262195121952,9.673292682926832,11.855464076750408,0.22764227642276422,0.12195121951219512,0.032520325203252036,0.04065040650406504,0.8636363636363636,20.5,15.510748961069977,101.0,1.5,4.166666666666667,4.317073170731708
iJUQefeMlJI,1.0,0.2659667541557305,6.358218825400007,38.951841265651346,0.20909886264216973,0.010498687664041995,70.70043963254595,8.656426071741034,10.585719281625629,0.15310586176727908,0.1373578302712161,0.0594925634295713,0.07699037620297462,0.8737704918032787,21.166666666666668,22.333126035522177,101.0,1.6666666666666667,5.537037037037037,4.131233595800525
GTECeK3lxr4,3.0,0.601123595505618,5.670988658034026,101.66475848519747,0.4044943820224719,0.02247191011235955,-117.36983146067413,73.85022471910112,38.344833131655804,0.25280898876404495,0.10674157303370786,0.10674157303370786,0.0449438202247191,1.542857142857143,178.0,0.0,101.0,9.0,29.0,5.050561797752809
dxmTJDFsbxM,2.0,0.4380664652567976,7.969920793975034,103.73572444917141,0.26132930513595165,0.012084592145015106,27.02930650920078,24.44012359241967,17.946242345024807,0.2054380664652568,0.1419939577039275,0.04833836858006042,0.0755287009063444,1.0244648318042813,60.18181818181818,56.17152009178216,101.0,5.818181818181818,13.0,4.329305135951661
VEZsgAgYDhw,1.0,0.21303346909863644,11.319877722962815,83.79108495476625,0.3015760580839384,0.030989906144855677,60.23321386511759,9.161292618590036,12.117303634239278,0.20223127324242962,0.1236054542234815,0.07384451921374181,0.08057375597662475,1.0730543318649046,17.322085889570552,10.338916442020265,101.0,1.530674846625767,3.3220858895705523,4.612537630600319
Fvn2dxtByGs,2.0,0.8,4.1952353926806065,55000000000.0,0.23636363636363636,0.03636363636363636,35.646363636363674,21.95090909090909,17.122413403193683,0.2545454545454545,0.21818181818181817,0.0,0.05454545454545454,1.391304347826087,55.0,0.0,101.0,1.0,18.0,4.236363636363636
xaXCTeDF_aY,1.0,0.4200863930885529,9.039181570016366,91.59324003807012,0.367170626349892,0.020518358531317494,45.79090144367402,12.926211208366489,14.740991352810433,0.2937365010799136,0.13930885529157666,0.08639308855291576,0.047516198704103674,1.4959568733153639,24.36842105263158,12.138284480868956,101.0,1.263157894736842,4.947368421052632,4.942764578833693
g5drje2nxkM,3.0,0.3891625615763547,11.762112507555525,131.70093343319382,0.32019704433497537,0.030103995621237,-233.64727832512315,121.49472085385881,41.734192021649164,0.2687465790914067,0.12588943623426382,0.08866995073891626,0.05090311986863711,1.2555555555555555,304.5,452.8563974006182,101.0,22.166666666666668,55.166666666666664,4.701696770662288
cfe-IPqlReQ,1.0,0.5726141078838174,6.285727757705022,108.21424385406023,0.21991701244813278,0.029045643153526972,9.454343015214405,31.897676348547716,18.946978176291534,0.1825726141078838,0.15352697095435686,0.07053941908713693,0.04564315352697095,1.0252100840336134,80.33333333333333,61.91571331702119,101.0,8.666666666666666,18.666666666666668,4.174273858921162
CJUbXY5KqgU,2.0,0.36901865369018655,9.162518415507684,92.99726282775335,0.24736415247364152,0.027575020275750203,-9.095160022459268,38.09034874290349,20.701286961655757,0.21005677210056772,0.14841849148418493,0.0575831305758313,0.050283860502838604,1.0515806988352745,94.84615384615384,93.5758402036684,101.0,7.384615384615385,19.53846153846154,4.388483373884834
Bx3njJl-13s,1.0,0.5101214574898786,5.669008010389679,76.75121212121212,0.23481781376518218,0.044534412955465584,-39.76608299595139,49.48674089068825,26.683356303267143,0.1902834008097166,0.12550607287449392,0.0728744939271255,0.06072874493927125,0.9603174603174603,123.5,12.5,101.0,16.0,28.5,4.396761133603239
Lql8bNv_6MU,1.0,0.7722772277227723,5.488060848896277,101000000000.0,0.37623762376237624,0.12871287128712872,-28.024554455445525,42.259405940594064,22.918633597333717,0.31683168316831684,0.13861386138613863,0.06930693069306931,0.04950495049504951,1.8857142857142857,101.0,0.0,101.0,0.0,15.0,5.198019801980198
0qDPJxXpNf4,3.0,0.5107913669064749,6.022141400727794,86.14303367238693,0.21223021582733814,0.01079136690647482,54.09756294964032,14.346672661870503,14.191785591663535,0.22302158273381295,0.14028776978417265,0.05755395683453238,0.0539568345323741,1.0,34.75,33.56244180628102,101.0,2.375,7.625,4.241007194244604
GFTKKyYSCKs,3.0,0.45592705167173253,8.269767696299569,122.42047052513848,0.36930091185410335,0.0243161094224924,44.921205357142895,12.102019376899698,14.191785591663535,0.270516717325228,0.1413373860182371,0.09878419452887538,0.060790273556231005,1.4830188679245282,20.5625,9.350593229843762,101.0,0.84375,3.65625,5.044072948328267
MlSkdslNZVc,1.0,0.17849758787043418,6.799329030017774,58.79525685178534,0.1909028256374914,0.011371467953135768,16.973234815953674,29.377484493452794,18.545103572711252,0.19400413507925568,0.1357684355616816,0.05513439007580979,0.0678842177808408,0.9193121693121693,74.41025641025641,75.84421210738934,101.0,6.82051282051282,14.923076923076923,4.081323225361819
mOGb9CKrS0g,3.0,0.6597938144329897,4.594932215153524,113.86494276203624,0.31958762886597936,0.010309278350515464,-29.42206185567008,41.460618556701036,28.03038370184959,0.18556701030927836,0.1134020618556701,0.08247422680412371,0.10309278350515463,1.3658536585365855,97.0,0.0,101.0,7.0,17.0,4.649484536082475
mNWdPTp9mX4,3.0,0.7142857142857143,6.81385143869247,297.8181818181818,0.45054945054945056,0.04945054945054945,-39.39043956043953,41.36043956043956,29.308192230251223,0.2857142857142857,0.13186813186813187,0.08791208791208792,0.054945054945054944,1.935483870967742,91.0,47.0,101.0,2.5,14.5,5.241758241758242
LBjgDBd5qNI,1.0,0.6461538461538462,5.209458852746756,109.8497780812564,0.3,0.023076923076923078,63.800256410256424,9.743076923076924,12.745084868956482,0.23846153846153847,0.09230769230769231,0.06153846153846154,0.07692307692307693,0.9402985074626866,21.666666666666668,10.354816378006046,101.0,1.6666666666666667,3.8333333333333335,4.507692307692308
H98D2Ew10Tk,3.0,0.6933333333333334,6.004442799572107,184.8979591836735,0.38666666666666666,0.06,-82.46699999999996,62.025999999999996,33.358111892551165,0.30666666666666664,0.14,0.07333333333333333,0.04,1.4193548387096775,150.0,0.0,101.0,10.0,23.0,5.006666666666667
7x8vIvwYzFg,2.0,0.3673012318029115,7.761275798196937,83.15467748255706,0.284434490481523,0.022396416573348264,65.66184656556646,7.860921669482035,11.543514750487422,0.2698768197088466,0.11982082866741321,0.0671892497200448,0.060470324748040316,1.2261306532663316,15.135593220338983,8.595342899695385,101.0,0.864406779661017,2.830508474576271,4.526315789473684
ZY_A0cWA7_0,1.0,0.7288135593220338,3.9584708569627907,29500000036.18036,0.3728813559322034,0.03389830508474576,-7.9110169491525255,29.02,25.98008509911553,0.288135593220339,0.06779661016949153,0.06779661016949153,0.03389830508474576,1.6818181818181819,59.0,0.0,101.0,0.0,4.0,5.372881355932203
fBXlU_G6u8Q,1.0,0.7285714285714285,4.3102866991154345,35000000057.27273,0.32857142857142857,0.014285714285714285,-8.034999999999968,31.77,25.98008509911553,0.38571428571428573,0.07142857142857142,0.11428571428571428,0.02857142857142857,1.5,70.0,0.0,101.0,2.0,9.0,4.8428571428571425
TuluNRhhb0E,3.0,0.38064516129032255,8.208178454954979,75.83414844502968,0.3021505376344086,0.02903225806451613,-111.12919354838706,74.96720430107527,32.258504731302004,0.22473118279569892,0.12043010752688173,0.06989247311827956,0.05161290322580645,1.0852017937219731,186.0,117.20238905414855,101.0,16.2,35.2,4.606451612903226
mEBU0QkhYNI,2.0,0.37331440738112137,9.908667374638979,110.3790528982208,0.29737402413058905,0.032647267565649396,57.95927868764093,9.605993118380034,12.421000127244348,0.22924059616749468,0.09794180269694819,0.11426543647977289,0.07594038325053229,1.298531810766721,17.835443037974684,8.668917821511656,101.0,0.7341772151898734,2.5949367088607596,4.66430092264017
Vh5FmZRjBpo,1.0,0.22577051615298924,8.284578257854092,65.14189398714043,0.21388785740809507,0.023022651318232456,22.24107905586186,27.311407352395104,17.092481147735064,0.1890085406609729,0.12142591904938731,0.05458596360935759,0.077979948013368,0.9628279883381924,69.05128205128206,57.12781383652765,101.0,5.948717948717949,13.23076923076923,4.082807278128481
YD0qsufuf2E,2.0,0.5747126436781609,5.360562674188974,101.88448471121177,0.25862068965517243,0.011494252873563218,0.38172413793105875,34.819310344827585,19.78447435784618,0.2471264367816092,0.12643678160919541,0.07471264367816093,0.05747126436781609,1.0232558139534884,87.0,74.0,101.0,15.0,16.0,4.35632183908046
SNg81S3mBSU,2.0,0.4085106382978723,7.669780434594828,85.35865120186429,0.2907801418439716,0.015602836879432624,7.357500000000044,29.747269503546097,21.728454343632468,0.21843971631205675,0.13191489361702127,0.08794326241134752,0.06808510638297872,1.1299093655589123,70.5,58.186338602802635,101.0,5.4,15.3,4.458156028368794
pTuocnl7hSE,3.0,0.6770186335403726,6.074332517071346,193.11151200179467,0.391304347826087,0.031055900621118012,-101.6085714285714,67.42857142857142,34.936325122603826,0.2422360248447205,0.13664596273291926,0.062111801242236024,0.07453416149068323,1.4393939393939394,161.0,0.0,101.0,9.0,28.0,5.0062111801242235
LSPaFHxu3K4,1.0,0.375,2.598076211353316,7.250668543279381,0.5833333333333334,0.020833333333333332,41.10975000000002,9.910250000000001,8.841846274778883,0.2916666666666667,0.052083333333333336,0.34375,0.010416666666666666,3.1739130434782608,9.6,16.74037036627326,101.0,0.2,0.5,5.802083333333333
ZHujeMCtZFI,1.0,0.5037037037037037,4.138348212261255,51.702127659574465,0.1037037037037037,0.0,35.54916666666669,25.069814814814816,13.023866798666859,0.18518518518518517,0.1259259259259259,0.07407407407407407,0.06666666666666667,0.9285714285714286,67.5,3.5,101.0,11.5,14.5,3.77037037037037
UZIFvCCSNcY,2.0,0.18359941944847605,6.815471599270621,97.10311903792002,0.2910014513788099,0.015965166908563134,51.587589888228905,13.122319662442205,14.33156213272116,0.23875181422351233,0.12735849056603774,0.06712626995645864,0.06531204644412192,1.1700787401574804,28.412371134020617,58.41157782729919,101.0,1.6494845360824741,5.391752577319588,4.529390420899855
XjRI0i2KC08,3.0,0.7746478873239436,4.61549747063179,35500000045.05769,0.36619718309859156,0.08450704225352113,-5.832816901408421,31.711267605633804,22.918633597333717,0.2535211267605634,0.11267605633802817,0.056338028169014086,0.04225352112676056,0.9722222222222222,71.0,0.0,101.0,7.0,9.0,4.71830985915493
EjpJlPKS7vI,3.0,0.2718168812589413,5.0815946040194335,103.66538435304747,0.2474964234620887,0.015736766809728183,56.82040686695281,12.280065236051502,13.724665902772724,0.19027181688125894,0.15164520743919885,0.06580829756795423,0.06437768240343347,1.0319767441860466,27.96,68.86943008331056,101.0,1.56,6.0,4.3004291845493565
wkV8vXoiGzc,3.0,0.7592592592592593,3.9452268394624426,27000000030.375,0.2962962962962963,0.0,17.291666666666686,24.2625925925926,21.19438992294339,0.24074074074074073,0.14814814814814814,0.07407407407407407,0.037037037037037035,1.0,54.0,0.0,101.0,5.0,9.0,4.555555555555555
