video_id,Influencer/Mainstream,sentence_index,sentence_text,neg,neu,pos,compound,emo_anger,emo_anticipation,emo_disgust,emo_fear,emo_joy,emo_sadness,emo_surprise,emo_trust,emo_shannon_norm,emo_gini_simpson
zIbNJCSCEjk,1.0,37,"When there's extra money floating around and people wanna spend it faster than businesses can make stuff, then all of the businesses in all of the industries raise their prices.",0.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9357849740192014,0.8571428571428572
zIbNJCSCEjk,1.0,38,And that is inflation.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,39,It's a natural part of the economy.,0.0,0.667,0.333,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
zIbNJCSCEjk,1.0,40,It's kind of a good thing in small doses because it means that the economy is growing.,0.0,0.765,0.235,0.5118,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.6141236643923695,0.6938775510204082
zIbNJCSCEjk,1.0,41,And it's why movie tickets used to be 25 cents and now they're like $15.,0.0,0.848,0.152,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,42,"And slowly over time, it's fine.",0.0,0.735,0.265,0.2023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,43,"Okay, let's go back to the village and see what happens if we keep going at this rate.",0.0,0.899,0.101,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,44,The store owner has now doubled his prices on bikes.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,45,The interest rate is super low so he takes out a loan to build a new factory to make bikes.,0.088,0.625,0.288,0.7003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,46,"This is good, he's growing a business.",0.0,0.465,0.535,0.5574,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.6666666666666667,0.75
zIbNJCSCEjk,1.0,47,But the government money eventually runs out and his prices are still double.,0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.861654166907052,0.8333333333333334
zIbNJCSCEjk,1.0,48,But now the store owner has no one to come buy all of his new bikes.,0.157,0.843,0.0,-0.4215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,49,"And now he has this factory and more employees, but no customers.",0.225,0.775,0.0,-0.4932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,50,"He has to shut down the factory, lay off everyone, and slowly start lowering his prices.",0.118,0.882,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,51,This is called recession.,0.483,0.517,0.0,-0.4215,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.6666666666666667,0.75
zIbNJCSCEjk,1.0,52,"When COVID shut down the world, governments gave us money, free money.",0.0,0.769,0.231,0.5106,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,53,"They're like don't panic and hoard all your money, instead spend and borrow and keep the economy going.",0.0,0.755,0.245,0.6372,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.8405468787811061,0.8163265306122449
zIbNJCSCEjk,1.0,54,"Here in the U.S., they literally sent us $3,200 checks.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,55,They gave 600 bucks a week to people who were unemployed for months and months and months.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,56,They gave subsidies to people with kids.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,57,They increased spending on food stamps.,0.0,0.704,0.296,0.2732,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,58,"I mean, trillions and trillions of dollars of stimulus money.",0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,59,"This was vital aid to people in need, but even people who didn't lose a job got a check in the mail.",0.0,0.8,0.2,0.5403,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.861654166907052,0.8333333333333334
zIbNJCSCEjk,1.0,60,It was free money for everyone and we spent it.,0.0,0.732,0.268,0.5106,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,61,- I just picked up myself a new bike.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,62,- [Reporter] Demand is up across the country.,0.2,0.8,0.0,-0.128,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,63,"- It's time to grind, Peloton.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,64,- We all just got these big checks from the government during a pandemic.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3060986113514965,0.4444444444444444
zIbNJCSCEjk,1.0,65,"We're like YOLO, I'm buying a boat or a Peloton or whatever.",0.0,0.6,0.4,0.6523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,66,- [Man] Pokemon cards.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,67,- [Man] There's Netflix.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,68,- [Woman] Fortnite.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,69,- [Man] A new Motor.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,70,- [Woman] Peloton.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,71,- [Woman] Good soak in a hot tub.,0.0,0.633,0.367,0.4404,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,72,- [Woman] Animal Crossing.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,73,"- Push it out a little bit so it-- - No, don't you dare!",0.217,0.783,0.0,-0.4157,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,74,- But pair all this new spending with the fact that the pandemic also made it harder for factories and ships and retailers to get us all this stuff.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5283208335737187,0.6666666666666667
zIbNJCSCEjk,1.0,75,- Supply chain issue.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,76,- Global supply chain.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,77,- Supply chain.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,78,- Supply.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,79,- Chain.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,80,"- So now you have an economy where people have way more money than normal and they're ready to spend it, but the economy can't get them stuff fast enough.",0.0,0.941,0.059,0.1901,0.125,0.25,0.0,0.0,0.125,0.0,0.125,0.375,0.7185463540765221,0.75
zIbNJCSCEjk,1.0,81,So what do businesses do with all this insane new demand?,0.339,0.661,0.0,-0.561,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3060986113514965,0.4444444444444444
zIbNJCSCEjk,1.0,82,They raise prices all at the same time and that is inflation.,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,83,(exhaling) I feel like we're getting this at this point.,0.0,0.762,0.238,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,84,But what do interest rates have to do with all this?,0.0,0.714,0.286,0.6124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,85,- Raising the interest rate.,0.0,0.5,0.5,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,86,- Interest rate.,0.0,0.25,0.75,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,87,- Or the Fed?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,88,- Fed.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,89,- Federal Reserve.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,90,- The Federal Reserve.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,91,"- Most countries have a central bank, the puppet master of the economy, the bank of all banks for that country.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
zIbNJCSCEjk,1.0,92,But it's not like a normal bank that stores our money and then lends it out and collects interest to make profit.,0.093,0.631,0.275,0.7339,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.7505430557959409,0.7777777777777778
zIbNJCSCEjk,1.0,93,That's what a normal private bank does.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
zIbNJCSCEjk,1.0,94,"The central bank, which we call the Fed here in the U.S. is run by the government.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,95,So their job is to set the rules or policies that all the other banks have to follow.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,96,"And the central bank isn't motivated by profit, but rather their job is to babysit the economy to keep it growing, to make sure people have jobs, to make sure that prices don't fluctuate too much so that we can keep growing nicely, no slow down, no recession, that is what the Fed is there for.",0.176,0.634,0.191,0.2748,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.7505430557959409,0.7777777777777778
zIbNJCSCEjk,1.0,97,"But seriously, the Fed is like a puppet master and we are the puppets and it's kind of creepy.",0.096,0.751,0.153,0.296,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,98,"They pull strings in the economy to get us to spend our money in a certain way, which in turn affects how much businesses raise or drop their prices.",0.07,0.861,0.07,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.7505430557959409,0.7777777777777778
zIbNJCSCEjk,1.0,99,And guess what?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,100,It totally works.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,101,One of the strings that they have to pull in the economy is called the interest rate.,0.0,0.842,0.158,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0
zIbNJCSCEjk,1.0,102,Wanna borrow money to buy a car or a house or expand your business?,0.0,0.827,0.173,0.3182,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9357849740192014,0.8571428571428572
zIbNJCSCEjk,1.0,103,You're gonna be way more likely to do that if you only have to pay 2% interest on that loan as opposed to like 6%.,0.048,0.761,0.19,0.6249,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,104,Lower interest rates equal people and businesses wanna borrow and spend money.,0.145,0.658,0.197,0.2023,0.125,0.125,0.0,0.125,0.125,0.25,0.125,0.125,0.9166666666666667,0.84375
zIbNJCSCEjk,1.0,105,"So during the pandemic, the central bank was like we need everyone to spend money.",0.0,0.848,0.152,0.3612,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.25,0.9166666666666667,0.84375
zIbNJCSCEjk,1.0,106,"So they lowered the interest rate and people borrowed and people spent, and it totally worked.",0.095,0.746,0.16,0.3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,107,We're like freaking puppets.,0.384,0.274,0.342,-0.0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,108,So a lower interest rate helped stimulate the economy.,0.197,0.395,0.409,0.399,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.33333333333333337,0.5
zIbNJCSCEjk,1.0,109,"But once again, we're in this same place where there's now too much money to borrow and spend and not enough goods and services to spend it on.",0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,110,So what do businesses do all at the same time?,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,111,They raise prices to meet all this new demand all at the same time and now your money is worth less.,0.067,0.848,0.085,0.1027,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.7453087835430109,0.7755102040816326
zIbNJCSCEjk,1.0,112,And that is inflation.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,113,- [Reporter] Home prices rising at their highest rate.,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.7453087835430109,0.7755102040816326
zIbNJCSCEjk,1.0,114,- [Man] Astronomical bidding war.,0.565,0.435,0.0,-0.5994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,115,- Are going up.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,116,- By nearly 24%.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,117,- So that's what's happening right now.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,118,All the prices are rising kind of at the same time.,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.5073093649624542,0.6399999999999999
zIbNJCSCEjk,1.0,119,What that means is that your hundred dollar bill is now worth 8% less than it was last year.,0.0,0.905,0.095,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,120,Like the same money is worth less because your purchasing power just got diluted.,0.0,0.732,0.268,0.5267,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.7739760316291209,0.7999999999999999
zIbNJCSCEjk,1.0,121,And imagine if that keeps happening?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,122,Like instead of 8% it's 50%?,0.0,0.667,0.333,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,123,Now your hundred dollar bill is worth what $50 used to be.,0.0,0.853,0.147,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,124,And that's when people start to freak out.,0.293,0.707,0.0,-0.4404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,125,"And our economy that's built on human psychology starts to falter and we fall into a recession or a depression, even, if it gets real bad, which is exactly what the Fed is built to avoid.",0.289,0.711,0.0,-0.9042,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.7453087835430109,0.7755102040816326
zIbNJCSCEjk,1.0,126,So they're back to pulling their strings and they've started raising rates.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,127,- The Federal Reserve is raising interest rates.,0.0,0.667,0.333,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,128,- The Federal Reserve taking action to try and curb rising inflation.,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5283208335737187,0.6666666666666667
zIbNJCSCEjk,1.0,129,"- They're gently raising the interest rate to cool down all of this hardcore spending and borrowing, see if they can steer the ship back on course.",0.0,0.735,0.265,0.8074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,130,And let's hope it works.,0.0,0.58,0.42,0.4404,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.6666666666666667,0.75
zIbNJCSCEjk,1.0,131,"Okay, did we do it?",0.0,0.678,0.322,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,132,"Did we do, did we do it in the time period that I promised I would?",0.0,0.839,0.161,0.3612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
zIbNJCSCEjk,1.0,133,- [Nick] I have no idea.,0.423,0.577,0.0,-0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zIbNJCSCEjk,1.0,134,- We'll find out.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
